,time_sent,user_id,id,is_positive,feedback_text,extracted_query,labels
1225,2024-03-03,SLACK,4715,,,Who is the point of contact for getting a Stata license? ,TEAMS
1226,2024-03-03,69131661-9b3c-4f54-9001-19adcd128d65,4718,,,What is the process for uploading a project's budget on Unit4 using Mac?,RESOURCES
1227,2024-03-03,SLACK,4721,,,disc is not encrypted issue popping up on P81,RESOURCES
1228,2024-03-03,SLACK,4724,,,Unable to turn on secure gateway error coming up,MISCELLANEOUS
1229,2024-03-04,SLACK,4727,,,Any remedy on procrastination?,MISCELLANEOUS
1230,2024-03-04,SLACK,4730,,,"Hi, what is the US address for IDinsight?",TEAMS
1231,2024-03-04,3711494d-180c-45f5-82c6-b85376e55796,4733,,,"Translate the following text into English, the context is an early childhood development intervention in a school in Delhi, India. Stay as true and literal to the original transcript as possible, including ways of speech and tone. Text to translate:

S-तो क्या-क्या जिम्मेदारी मतलब घर से जैसे आपने बोला था
R- मेरे घर पे मेरे पे बहुत जिम्मेदारी जैसे बच्चे संभाल ले बच्चों की अपने घर की है साथ क्या-क्या काम करते हैं, घर के घर में बस हॉस पाइप है घर में कोई काम नहीं बच्चे संभाल रहे हैं बच्चों में अपना घर में ही काम करती है तो भर घर में बच्चों का जितना भी काम रहता है वो काम करते हैं 
R-ठीक है और आपने बोला आपके तीन बच्चे हैं तीन बच्चे में से बड़ा बच्चा की उम्र कितना है?",MISCELLANEOUS
1232,2024-03-04,SLACK,4738,,,How to expense internet expense on Unit 4 as shared within the last few months?,MISCELLANEOUS
1233,2024-03-04,SLACK,4741,,,"What Slack message throughout the whole of IDinsight history has the most "":joy:"" emojis?",MISCELLANEOUS
1234,2024-03-04,SLACK,4744,,,who is amit kumar,TEAMS
1235,2024-03-04,SLACK,4747,,,who is jai chandani?,TEAMS
1236,2024-03-04,SLACK,4750,,,Who is Jia Chandani?,TEAMS
1237,2024-03-04,SLACK,4753,,,Can you suggest a more attractive team name for the DSEM team?,MISCELLANEOUS
1238,2024-03-04,0d862dd4-3739-489f-bc39-2d24ef442b76,4756,,,"Can you suggest a more attractive team name for the DSEM team?




",TEAMS
1239,2024-03-04,SLACK,4763,,,Hi,MISCELLANEOUS
1240,2024-03-04,SLACK,4766,,,Can you share with me examples of past written proposals for landscape reviews?,MISCELLANEOUS
1241,2024-03-04,SLACK,4769,,,Are there any relevant memos regarding Perimeter81?,MISCELLANEOUS
1242,2024-03-04,SLACK,4772,,,how to raise ticket for Unit4 related issue?,TEAMS
1243,2024-03-04,SLACK,4775,,,"Sorry to bother again Sid, I wanted to confirm a couple of other things from the CIES proposal -",MISCELLANEOUS
1244,2024-03-04,SLACK,4778,,,Who is Alvin Munai?,TEAMS
1245,2024-03-04,SLACK,4781,,,hi,MISCELLANEOUS
1246,2024-03-04,SLACK,4784,,,i am looking at a good gantt chart,RESOURCES
1247,2024-03-04,SLACK,4787,,,Was the process of requesting Sick Leave from Bamboo HR communicated with the org?,TEAMS
1248,2024-03-04,e3a6f84d-11cc-4070-bd55-5a57a2290cf7,4790,,,why can u only go to turkmenistan on guided tours? ,MISCELLANEOUS
1249,2024-03-04,SLACK,4793,,,where can I find the most updated results for compiling a PR that Advisors can use,RESOURCES
1250,2024-03-04,SLACK,4796,,,Link to global handbook,RESOURCES
1251,2024-03-04,SLACK,4799,,,What is the RAID procedure?,RESOURCES
1252,2024-03-04,8e6aa4f0-a390-4aaf-815a-b815aaeba399,4802,,,"what does this code in stata mean? unable to change to /Volumes/Secomba/jakegulinello/Boxcryptor/Dropbox (IDinsight)/ZNBTS/Admin Data Ana
> lysis/Admin Data Review_encrypted/JG Data Copy
",MISCELLANEOUS
1253,2024-03-04,0d862dd4-3739-489f-bc39-2d24ef442b76,4805,,,Who is IDinsight?,MISCELLANEOUS
1254,2024-03-04,SLACK,4809,,,Use cases for AI in the education sector,MISCELLANEOUS
1255,2024-03-04,SLACK,4810,,,Use cases for AI in the education sector,RESOURCES
1256,2024-03-04,SLACK,4816,,,Has anyone come across survey instruments to measure cleanliness? Let’s the use case is a senior bureaucrat who wants to measure village level cleanliness. Are there survey instruments that can help? Maybe something from NARSS or the Swachh Sarvekshan?,MISCELLANEOUS
1257,2024-03-04,SLACK,4819,,,how can you help me,TEAMS
1258,2024-03-04,e3a6f84d-11cc-4070-bd55-5a57a2290cf7,4822,,,"i want to do a nice surprise for my boyfriend. i want him to receive a link to a website, go on it, do some things and then click a button which will alert me he clicked. then i will order something, and a delivery man will come to the door and deliver him a nice letter i wrote him. i don't work in data science and have limited data science skills - what can a fun website have as activities or ideas for him to look through for few minutes? will it be difficult to add a song to play in the background? i am using vsc",MISCELLANEOUS
1259,2024-03-04,SLACK,4829,,,i'm looking to buy a laptop and use the stipend,RESOURCES
1260,2024-03-04,SLACK,4831,,,how can i use the technology stipend,POLICIES
1261,2024-03-04,SLACK,4837,,,je cherche un document qui parle du diagnostic d'un système de suivi évaluation,MISCELLANEOUS
1262,2024-03-04,SLACK,4840,,,Diagnosis of a monitoring system Evaluation,RESOURCES
1263,2024-03-04,aa726df8-e6ec-4230-a920-4ade44577064,4843,,,Diagnosis of a monitoring system Evaluation,RESOURCES
1264,2024-03-04,SLACK,4846,,,How can I file for expenses ?,RESOURCES
1265,2024-03-04,SLACK,4849,,,revue documentaire,MISCELLANEOUS
1266,2024-03-04,aa726df8-e6ec-4230-a920-4ade44577064,4852,,,revue documentaire,MISCELLANEOUS
1267,2024-03-04,SLACK,4855,,,Is there a document that highlights the differences in responsibilities between Regional Ops and Global Ops,MISCELLANEOUS
1268,2024-03-05,0bc2aa68-e043-4af7-8f54-93530a615dc5,4858,,,CERP andhra pradesh,PROJECTS
1269,2024-03-05,0bc2aa68-e043-4af7-8f54-93530a615dc5,4860,,,CERP project,RESOURCES
1270,2024-03-05,0bc2aa68-e043-4af7-8f54-93530a615dc5,4863,,,CERP,MISCELLANEOUS
1271,2024-03-05,0bc2aa68-e043-4af7-8f54-93530a615dc5,4868,,,please give a description of SERP project in Andhra Pradesh,PROJECTS
1272,2024-03-05,6fb7b087-69da-4c2d-8de5-370c411418c0,4873,,,Can you show me the latest impact evaluation project deliverable written for the healthcare sector?,PROJECTS
1273,2024-03-05,6fb7b087-69da-4c2d-8de5-370c411418c0,4872,,,Can you show me the latest impact evaluation project deliverable written for the healthcare sector?,PROJECTS
1274,2024-03-05,SLACK,4876,,,Can you show me the latest impact evaluation project deliverable written for the healthcare sector?,MISCELLANEOUS
1275,2024-03-05,SLACK,4880,,,How to add external members to a private slack channel,TEAMS
1276,2024-03-05,6fb7b087-69da-4c2d-8de5-370c411418c0,4883,,,What was the most recent MLE project IDinsight completed?,PROJECTS
1277,2024-03-05,6fb7b087-69da-4c2d-8de5-370c411418c0,4885,,,What was the most recent MLE project IDinsight completed?,PROJECTS
1278,2024-03-05,SLACK,4888,,,What was the most recent MLE project IDinsight completed?,PROJECTS
1279,2024-03-05,SLACK,4892,,,performance improvement plan,TEAMS
1280,2024-03-05,SLACK,4894,,,what is the monitoring and evaluation?,MISCELLANEOUS
1281,2024-03-05,SLACK,4898,,,Saurabh Swami,TEAMS
1282,2024-03-05,SLACK,4900,,,who is Saurabh Swami,TEAMS
1283,2024-03-05,SLACK,4905,,,How do you check the status of your reimbursement on U4?,TEAMS
1284,2024-03-05,e3a6f84d-11cc-4070-bd55-5a57a2290cf7,4909,,,"this error shows up on stata - .         reshape wide E, i(i) j(E) string
(j = 24.02.2024 7010307)
E24.02.2024 invalid variable name
",MISCELLANEOUS
1285,2024-03-05,SLACK,4911,,,Can you share the link to its project folder?,RESOURCES
1286,2024-03-05,SLACK,4917,,,Wadhwani Foundation Impact Evaluation 2024,PROJECTS
1287,2024-03-05,6fb7b087-69da-4c2d-8de5-370c411418c0,4925,,,Can you send me any guidelines or templates we have on design requirements for an official IDinsight summary report?,MISCELLANEOUS
1288,2024-03-05,6fb7b087-69da-4c2d-8de5-370c411418c0,4923,,,Can you send me any guidelines or templates we have on design requirements for an official IDinsight summary report?,RESOURCES
1289,2024-03-05,SLACK,4926,,,Can you send me any guidelines or templates we have on design requirements for an official IDinsight summary report?,RESOURCES
1290,2024-03-05,SLACK,4933,,,how much and how long does it take to amend an IRB in Kenya,RESOURCES
1291,2024-03-05,c036aa64-ffae-4c13-92de-42d56110dec8,4936,,,how to download p81,RESOURCES
1292,2024-03-05,6fb7b087-69da-4c2d-8de5-370c411418c0,4938,,,"Share with me a monitoring and evaluation project we did in Africa, please.",PROJECTS
1293,2024-03-05,6fb7b087-69da-4c2d-8de5-370c411418c0,4940,,,"Share with me a monitoring and evaluation project we did in Africa, please.",PROJECTS
1294,2024-03-05,SLACK,4944,,,"Share with me a monitoring and evaluation project we did in Africa, please.",PROJECTS
1295,2024-03-05,6fb7b087-69da-4c2d-8de5-370c411418c0,4947,,,Can you share the most recent version of our organizational structure and key contact persons?,TEAMS
1296,2024-03-05,6fb7b087-69da-4c2d-8de5-370c411418c0,4949,,,Can you share the most recent version of our organizational structure and key contact persons?,TEAMS
1297,2024-03-05,SLACK,4951,,,Can you share the most recent version of our organizational structure and key contact persons?,TEAMS
1298,2024-03-05,SLACK,4956,,,Where can I find the log in credentials for Grammarly for ESA?,TEAMS
1299,2024-03-05,6fb7b087-69da-4c2d-8de5-370c411418c0,4959,,,What is the full form of DSEM?,TEAMS
1300,2024-03-05,6fb7b087-69da-4c2d-8de5-370c411418c0,4961,,,What is the full form of DSEM?,MISCELLANEOUS
1301,2024-03-05,SLACK,4965,,,What is the full form of DSEM?,TEAMS
1302,2024-03-05,6fb7b087-69da-4c2d-8de5-370c411418c0,4968,,,What is the full form of DSEM,MISCELLANEOUS
1303,2024-03-05,SLACK,4972,,,What is the full form of DSEM,MISCELLANEOUS
1304,2024-03-05,0bc2aa68-e043-4af7-8f54-93530a615dc5,4976,,,what is cRCT?,MISCELLANEOUS
1305,2024-03-05,0bc2aa68-e043-4af7-8f54-93530a615dc5,4979,,,what is cluster RCT?,MISCELLANEOUS
1306,2024-03-05,0bc2aa68-e043-4af7-8f54-93530a615dc5,4986,,,difference between experimental design and RCT,MISCELLANEOUS
1307,2024-03-05,6fb7b087-69da-4c2d-8de5-370c411418c0,4989,,,Can you send me the link to the Ethics Review Form?,RESOURCES
1308,2024-03-05,6fb7b087-69da-4c2d-8de5-370c411418c0,4991,,,Can you send me the link to the Ethics Review Form?,RESOURCES
1309,2024-03-05,SLACK,4995,,,Can you send me the link to the Ethics Review Form?,MISCELLANEOUS
1310,2024-03-05,e6eb2ce6-7772-478e-95aa-f6c5ec548690,4998,,,What is AAQ? Summarize in 3 sentences,MISCELLANEOUS
1311,2024-03-05,6fb7b087-69da-4c2d-8de5-370c411418c0,5003,,,Where can I find a checklist of key tasks to complete during a project?,RESOURCES
1312,2024-03-05,6fb7b087-69da-4c2d-8de5-370c411418c0,5005,,,Where can I find a checklist of key tasks to complete during a project?,RESOURCES
1313,2024-03-05,SLACK,5007,,,Where can I find a checklist of key tasks to complete during a project?,PROJECTS
1314,2024-03-05,SLACK,5012,,,IDinsight financial inclusion projects,PROJECTS
1315,2024-03-05,6fb7b087-69da-4c2d-8de5-370c411418c0,5016,,,Can you explain engineering monitoring systems as a service?,MISCELLANEOUS
1316,2024-03-05,6fb7b087-69da-4c2d-8de5-370c411418c0,5020,,,Can you explain engineering monitoring systems as a service?,PROJECTS
1317,2024-03-05,SLACK,5022,,,Can you explain engineering monitoring systems as a service?,RESOURCES
1318,2024-03-05,e6eb2ce6-7772-478e-95aa-f6c5ec548690,5025,,,what is hubgpt,RESOURCES
1319,2024-03-05,6fb7b087-69da-4c2d-8de5-370c411418c0,5033,,,Can you give me a summary of the Educate Girls project?,PROJECTS
1320,2024-03-05,6fb7b087-69da-4c2d-8de5-370c411418c0,5035,,,Can you give me a summary of the Educate Girls project?,PROJECTS
1321,2024-03-05,SLACK,5037,,,Can you give me a summary of the Educate Girls project?,PROJECTS
1322,2024-03-05,SLACK,5044,,,How do I cancel leaves on bamboohr,TEAMS
1323,2024-03-05,e6eb2ce6-7772-478e-95aa-f6c5ec548690,5047,,,"
use this text to summarize ask a metric in 100 words:
Ask-a-metric
The main way decision-makers engage with data is through dashboards. But this requires looking at another screen and navigating to the data point of interest. Senior officials may not have the time or the inclination to engage with a dashboard.
We propose “Ask-a-metric” (AAM). Decision-makers would be able to query metrics using natural language in the messaging service of their choice. This would increase the use of data in decision-making by meeting the decision-makers where they are.

An example 

  Decision-maker (DM): How many districts have lower than 50% institutional deliveries?
  Ask-a-metric (AAM): There are 5 districts with less than 50% delivery. Would you like me to list   them?
  DM: Yes
  AAM: They are <D1>, <D2>, <D3>, <D4>, <D5>
  DM: What is the percentage for <D7>?
  AAM: 68% of the births in <D7> are institutional deliveries.


See example here.
Solution Details
We will build an LLM application that will allow users from authorized numbers to ask questions over whatsapp / viber or other messaging service that they are already using.
It will have conversation capability
As shown in the example below, the AAM understands that we are still talking about “institutional deliveries” when the DM asked about <D7>. 
The DM is able to refine or alter the question while not having to repeat the full context.
It will track feedback
It will ask the user if their question was answered. We can track the kinds of questions decision-maker are asking - it will identify gaps in the metrics and inform future data collection efforts.
It will allow for voice memos
Too busy to type? Record a voice memo and send it in. Response can be both voice or text.
It can be deployed to different front-ends
Viber may be big in one country while Whatsapp dominates in another. Solution can be easily deployed on different platforms. Future extensions could also be a web page front-end.
Offer as an add-on service
We can offer this as an add-on service on all our MEL engagements. We will build this as a product that connects to our usual tech-stack which means that the cost of deploying this on a new project will be nominal.
",PROJECTS
1324,2024-03-05,0bc2aa68-e043-4af7-8f54-93530a615dc5,5050,,,please share the proposal for d.light evaluation,RESOURCES
1325,2024-03-05,9bbfd0c5-8319-4b89-b0d3-ae967317ac6c,5054,,,i want the password for a pdf editor,MISCELLANEOUS
1326,2024-03-05,6fb7b087-69da-4c2d-8de5-370c411418c0,5057,,,Can you summarize key requirements for a theory of change document?,RESOURCES
1327,2024-03-05,6fb7b087-69da-4c2d-8de5-370c411418c0,5059,,,Can you summarize key requirements for a theory of change document?,RESOURCES
1328,2024-03-05,SLACK,5061,,,Can you summarize key requirements for a theory of change document?,RESOURCES
1329,2024-03-05,9bbfd0c5-8319-4b89-b0d3-ae967317ac6c,5063,,,Can you point me to IDi org-wide passwords for all apps,MISCELLANEOUS
1330,2024-03-05,6fb7b087-69da-4c2d-8de5-370c411418c0,5069,,,Can you explain IDinsight's knowledge management process for a project?,PROJECTS
1331,2024-03-05,6fb7b087-69da-4c2d-8de5-370c411418c0,5071,,,Can you explain IDinsight's knowledge management process for a project?,RESOURCES
1332,2024-03-05,SLACK,5073,,,Can you explain IDinsight's knowledge management process for a project?,PROJECTS
1333,2024-03-05,0bc2aa68-e043-4af7-8f54-93530a615dc5,5078,,,d-light impact evaluation proposal,PROJECTS
1334,2024-03-05,0bc2aa68-e043-4af7-8f54-93530a615dc5,5081,,,what is a pre and post evaluation design,MISCELLANEOUS
1335,2024-03-05,SLACK,5084,,,How do you submit expenses on Unit 4?,RESOURCES
1336,2024-03-05,0bc2aa68-e043-4af7-8f54-93530a615dc5,5087,,,what is MDSE,MISCELLANEOUS
1337,2024-03-05,0bc2aa68-e043-4af7-8f54-93530a615dc5,5089,,,what is MDES,RESOURCES
1338,2024-03-05,SLACK,5093,,,how to edit the leave days on bambooHR,TEAMS
1339,2024-03-05,SLACK,5096,,,Can you get me all the slides shared with me by <@U02PDE4JBDE>?,MISCELLANEOUS
1340,2024-03-05,SLACK,5100,,,How to use flowcrypt,MISCELLANEOUS
1341,2024-03-05,SLACK,5101,,,whom to reach out,TEAMS
1342,2024-03-05,6fb7b087-69da-4c2d-8de5-370c411418c0,5107,,,Can you share with me in simple words the key findings of the Room to Read LSEP Cambodia project?,PROJECTS
1343,2024-03-05,6fb7b087-69da-4c2d-8de5-370c411418c0,5106,,,Can you share with me in simple words the key findings of the Room to Read LSEP Cambodia project?,PROJECTS
1344,2024-03-05,SLACK,5109,,,Can you share with me in simple words the key findings of the Room to Read LSEP Cambodia project?,PROJECTS
1345,2024-03-05,6fb7b087-69da-4c2d-8de5-370c411418c0,5114,,,Can you list all the projects in education that IDinsight has ever done?,PROJECTS
1346,2024-03-05,6fb7b087-69da-4c2d-8de5-370c411418c0,5116,,,Can you list all the projects in education that IDinsight has ever done?,PROJECTS
1347,2024-03-05,SLACK,5118,,,Can you list all the projects in education that IDinsight has ever done?,PROJECTS
1348,2024-03-05,6fb7b087-69da-4c2d-8de5-370c411418c0,5123,,,What resources exist for assisting with coding and data analysis in stata?,RESOURCES
1349,2024-03-05,6fb7b087-69da-4c2d-8de5-370c411418c0,5125,,,What resources exist for assisting with coding and data analysis in stata?,RESOURCES
1350,2024-03-05,SLACK,5127,,,What resources exist for assisting with coding and data analysis in stata?,RESOURCES
1351,2024-03-05,SLACK,5131,,,How do I download Unit4 Excelerator?,MISCELLANEOUS
1352,2024-03-05,6fb7b087-69da-4c2d-8de5-370c411418c0,5137,,,"Please list all projects that we have done in education where we measure Socio-Emotional Learning (SEL) gains, or where we have used/tested SEL tools (ex. ISELA, IDELA, others)",PROJECTS
1353,2024-03-05,6fb7b087-69da-4c2d-8de5-370c411418c0,5139,,,"Please list all projects that we have done in education where we measure Socio-Emotional Learning (SEL) gains, or where we have used/tested SEL tools (ex. ISELA, IDELA, others)",PROJECTS
1354,2024-03-05,SLACK,5141,,,"Please list all projects that we have done in education where we measure Socio-Emotional Learning (SEL) gains, or where we have used/tested SEL tools (ex. ISELA, IDELA, others)",PROJECTS
1355,2024-03-05,6fb7b087-69da-4c2d-8de5-370c411418c0,5147,,,Are there case studies of how we've built capacity in data analysis and reporting?,PROJECTS
1356,2024-03-05,SLACK,5149,,,Are there case studies of how we've built capacity in data analysis and reporting?,PROJECTS
1357,2024-03-05,6fb7b087-69da-4c2d-8de5-370c411418c0,5153,,,Can you provide a list of all the global benefits our staff is eligible for?,TEAMS
1358,2024-03-05,6fb7b087-69da-4c2d-8de5-370c411418c0,5155,,,Can you provide a list of all the global benefits our staff is eligible for?,POLICIES
1359,2024-03-05,SLACK,5159,,,Can you provide a list of all the global benefits our staff is eligible for?,MISCELLANEOUS
1360,2024-03-05,6fb7b087-69da-4c2d-8de5-370c411418c0,5162,,,What is our compassionate leave policy,POLICIES
1361,2024-03-05,6fb7b087-69da-4c2d-8de5-370c411418c0,5164,,,What is our compassionate leave policy,POLICIES
1362,2024-03-05,SLACK,5167,,,What is our compassionate leave policy,POLICIES
1363,2024-03-05,6fb7b087-69da-4c2d-8de5-370c411418c0,5171,,,What are guidelines on how to run an effective zoom-out or feedback conversation?,MISCELLANEOUS
1364,2024-03-05,6fb7b087-69da-4c2d-8de5-370c411418c0,5173,,,What are guidelines on how to run an effective zoom-out or feedback conversation?,RESOURCES
1365,2024-03-05,SLACK,5177,,,What are guidelines on how to run an effective zoom-out or feedback conversation?,MISCELLANEOUS
1366,2024-03-05,6fb7b087-69da-4c2d-8de5-370c411418c0,5180,,,How do I apply for comp leave for my teammates,TEAMS
1367,2024-03-05,6fb7b087-69da-4c2d-8de5-370c411418c0,5182,,,How do I apply for comp leave for my teammates,TEAMS
1368,2024-03-05,SLACK,5185,,,How do I apply for comp leave for my teammates,TEAMS
1369,2024-03-05,SLACK,5189,,,"Hi, help me locate the Per Diem template?",RESOURCES
1370,2024-03-05,SLACK,5194,,,staffing preference form,RESOURCES
1371,2024-03-05,SLACK,5197,,,indicators,MISCELLANEOUS
1372,2024-03-05,SLACK,5200,,,Where can I find the Org Wide Accounts,RESOURCES
1373,2024-03-05,aa726df8-e6ec-4230-a920-4ade44577064,5205,,,indicator,RESOURCES
1374,2024-03-05,SLACK,5208,,,What are spot checks,MISCELLANEOUS
1375,2024-03-05,8bddbc9b-3161-47cf-81f8-6bd5ac645176,5210,,,Can you summarise linda chang's research on diversity and shortlist quotas,PROJECTS
1376,2024-03-05,SLACK,5214,,,what data protection laws does IDinsight adhere to,RESOURCES
1377,2024-03-05,SLACK,5217,,,what data protection laws does IDinsight adhere to in kenya,POLICIES
1378,2024-03-05,SLACK,5220,,,what data protection or privacy regulations does iDinsight in kenya ascribe to,POLICIES
1379,2024-03-05,SLACK,5223,,,Hello! How can I access BambooHR with my IDinsight email adresse?,TEAMS
1380,2024-03-05,8e6aa4f0-a390-4aaf-815a-b815aaeba399,5226,,,"Help me edit this email so it is concise: Hello Bright, David, and Becky,

I hope you all are doing well. As of now we have recieved blood utilization data from Becky, as well as donor inventory data from the following provinces:

Lusaka
Central
Copperbelt
Eastern
Kabwe
Southern
Muchinga
Northwestern

We have started reviewing your data, and I have a few questions regarding the blood utilization spreadsheets. Variables of interest in this data set include volume of units supplied, type of request (emergency, standard, etc.), and reason for transfusion. While type of request is filled out for almost every line, we are missing much of the data for reason of transfusion and units of supplied (89% of observations are missing reason for transfusion, and 71% are missing volume of blood supplied). Do you have any additional data to share to fill in these gaps? Having a complete dataset will help us carry out the best analysis possible for ZNBTS.",PROJECTS
1381,2024-03-05,9bbfd0c5-8319-4b89-b0d3-ae967317ac6c,5231,,,how do I find the IDinsight letterhead?,POLICIES
1382,2024-03-05,9bbfd0c5-8319-4b89-b0d3-ae967317ac6c,5233,,,Please find me a recent version of the IDinsight letterhead,RESOURCES
1383,2024-03-05,SLACK,5237,,,What determines VAT obligations for IDinsight projects?,MISCELLANEOUS
1384,2024-03-05,SLACK,5240,,,what is fmps,MISCELLANEOUS
1385,2024-03-05,SLACK,5243,,,transfert de compétence,MISCELLANEOUS
1386,2024-03-05,SLACK,5246,,,what is CTO,POLICIES
1387,2024-03-05,SLACK,5249,,,what is wellness benefit and what are the examples of using it,MISCELLANEOUS
1388,2024-03-05,SLACK,5252,,,how to benefit from it,MISCELLANEOUS
1389,2024-03-05,SLACK,5254,,,What do we know about IDinsight’s commitment to Data Quality?,MISCELLANEOUS
1390,2024-03-05,SLACK,5258,,,what is replicon,MISCELLANEOUS
1391,2024-03-05,SLACK,5261,,,what can you tell about Onboarding: IDinsight's Clients and Services,TEAMS
1392,2024-03-05,d7776596-3bf2-42eb-8215-59bd1f892b5e,5264,,,social cash transfers e-payments,PROJECTS
1393,2024-03-05,SLACK,5268,,,What’s the funniest comment on slack? ,MISCELLANEOUS
1394,2024-03-05,SLACK,5272,,,What is the frequency of the wellness benefit?,RESOURCES
1395,2024-03-05,3e7c33f6-791f-4f51-81c6-a201ffe4d034,5275,,,data visualization,MISCELLANEOUS
1396,2024-03-05,3e7c33f6-791f-4f51-81c6-a201ffe4d034,5278,,,who do I contact if I need help with data visualization,TEAMS
1397,2024-03-05,3e7c33f6-791f-4f51-81c6-a201ffe4d034,5281,,,DSEM team members,TEAMS
1398,2024-03-05,3e7c33f6-791f-4f51-81c6-a201ffe4d034,5284,,,Titus,TEAMS
1399,2024-03-05,SLACK,5289,,,Where is the handbook?,POLICIES
1400,2024-03-05,SLACK,5308,,,How do you submit an invoice in Unit4,TEAMS
1401,2024-03-05,SLACK,5311,,,How do you pay an invoice in Unit4,MISCELLANEOUS
1402,2024-03-05,9a7b9923-dd5f-4ef6-b951-b16d63823746,5316,,,who founded Giving green,TEAMS
1403,2024-03-05,SLACK,5319,,,Do we have an interview guide for project delivery associates?,MISCELLANEOUS
1404,2024-03-05,SLACK,5322,,,Can you share interview guides for DoD associates,RESOURCES
1405,2024-03-05,SLACK,5325,,,Can you share associate interview guides,MISCELLANEOUS
1406,2024-03-06,SLACK,5328,,,What is an effective MEL system?,RESOURCES
1407,2024-03-06,8e6aa4f0-a390-4aaf-815a-b815aaeba399,5331,,,"After running this code, * Set up

clear all																	
macro drop _all
set more off

*cd ""/Volumes/Secomba/jakegulinello/Boxcryptor/Dropbox (IDinsight)/ZNBTS/Admin Data Analysis/Admin Data Review_encrypted/JG Data Copy""


local user=c(username)
local os=c(os)

* Encrypted Files (PII)
	if ""`os'""==""MacOSX""{
		global bc `""/Volumes/Secomba/`user'/Boxcryptor/Dropbox (IDinsight)/ZNBTS/Admin Data Analysis""'
		}

	else {
		global bc `""/Volumes/Secomba/`user'/Boxcryptor/Dropbox (IDinsight)/ZNBTS/Admin Data Analysis""'
		}

* Unencrypted files
	if ""`os'""==""MacOSX""{
		global db `""/Users/`user'/Dropbox (IDinsight)/ZNBTS/Admin Data Analysis""'
	}

	else {
		global db `""C:/Users/`user'/Dropbox (IDinsight)/ZNBTS/Admin Data Analysis""'
		}

global bc_data `""$bc/Admin Data Review_encrypted""'

************************************************************************
******************* 1. Combine Venue Inventories  **********************
************************************************************************	

cd ""$bc_data/JG Data Copy"", clear I get the error that my syntax is invalid",PROJECTS
1408,2024-03-06,SLACK,5341,,,what resources do we have for project management at IDinsight?,RESOURCES
1409,2024-03-06,SLACK,5344,,,Can you share some proposals/concept notes that have included a dignity lens,MISCELLANEOUS
1410,2024-03-06,SLACK,5353,,,how do I raise an invoice on unit 4 ?,MISCELLANEOUS
1411,2024-03-06,SLACK,5356,,,What is the process for IRB inside IDinsight?,MISCELLANEOUS
1412,2024-03-06,SLACK,5359,,,How to create a invoice plan,RESOURCES
1413,2024-03-06,SLACK,5361,,,how do i set up dashlane on my computer?,MISCELLANEOUS
1414,2024-03-06,8bddbc9b-3161-47cf-81f8-6bd5ac645176,5365,,,Can baseline variability in a felt respect measure be used to calculate effect size expectations and further sample size calculation. If so how to do it,MISCELLANEOUS
1415,2024-03-06,e3a6f84d-11cc-4070-bd55-5a57a2290cf7,5368,,,"I wrote this stata code which runs a loop over Excel sheets, titled, 1 and 2. So far the N=2. When I run the code, there are duplicates in output from page 1 (everything is written twice), but this doesn't happen for page 2. What is wrong in this code? 

* Import each respondent's answers
	forval i = 1/`N' {
	
	* import responses & save as tempfile
	import excel using ""$data_entry"", sheet(""`i'"") cellrange(A`labels') firstrow clear					
		drop L
		drop if missing(QuestionCode)
	gen mergenum = 1
	tempfile responses
	save `responses'

	* import respondent info
	import excel using ""$data_entry"", sheet(""`i'"") cellrange(E2:F3) clear
	gen i = 1
	reshape wide F, i(i) j(E) string
	drop i
	foreach var of varlist _all {
		local newvar = substr(""`var'"", 2, .)
		rename `var' `newvar'
		}
	gen mergenum = 1
	
* Merge responses with respondent info
	merge 1:m mergenum using `responses'
	assert _merge == 3
	drop _merge
	drop mergenum
	tostring _all, replace
	
* save respondent tempfile
	tempfile respondent_`i'
	save `respondent_`i''
	}

* Merge all respondents together
*use `respondent_1'
forval i = 1/`N' {
	local x = `i'
	append using `respondent_`x''
	}",PROJECTS
1416,2024-03-06,0bc2aa68-e043-4af7-8f54-93530a615dc5,5379,,,dashboard selection guide eric,TEAMS
1417,2024-03-06,2d9147cf-1d98-4486-9faf-53a84115ff63,5382,,,Have we worked with Babban Gona before?,RESOURCES
1418,2024-03-06,5403f74a-7157-4bf7-9cbb-d5a434bc039f,5385,,,I will share a text except. Will you write a couple of key takeaways in bullet points from that text?,RESOURCES
1419,2024-03-06,SLACK,5390,,,How to raise a unit 4 ticket ,RESOURCES
1420,2024-03-06,db092b68-2e32-47d6-8a85-304e4db6ad74,5401,,,Examples of data collection inputs in the theory of change,RESOURCES
1421,2024-03-06,0bc2aa68-e043-4af7-8f54-93530a615dc5,5409,,,tech bootcampt impact evaluation,MISCELLANEOUS
1422,2024-03-06,0bc2aa68-e043-4af7-8f54-93530a615dc5,5410,,,tech bootcamp impact evaluation,RESOURCES
1423,2024-03-06,5403f74a-7157-4bf7-9cbb-d5a434bc039f,5422,,,"Please reframe the following as citizen-centric ways described by the minister: 
At various levels, there have been an effective use of technology for public good. We have again demonstrated through a ‘whole of the Government’ approach involving different Ministries that we are there when they really need us. It could be the Vande Bharat Mission or Operation Devi Shakti or the expanded use of Indian Community Welfare Funds. We are a human-centric Government dedicated to improving ease of living.",MISCELLANEOUS
